Salesforce Account Name,Simplified Platform Tier,Account Type,Is Ela Subscription,Is Pbf,Account Connections Cost,Account DLW Cost,Account Annualized Cost,Annualized Revenue,Account Cost Margin,# of Syncing Connections,Total Donkey Runtime (hrs),Minimum ARR (70% Margin - Compute),Ideal ARR (95% Margin - Compute),Account Connections Cost (Grand Total),Account DLW Cost (Grand Total),Account Annualized Cost (Grand Total),Annualized Revenue (Grand Total),Account Cost Margin (Grand Total),# of Syncing Connections (Grand Total),Total Donkey Runtime (hrs) (Grand Total),Minimum ARR (70% Margin - Compute) (Grand Total),Ideal ARR (95% Margin - Compute) (Grand Total)
Modern Gourmet Foods,Standard,Customer,false,false,3815.997867705595,0.0,3815.997867705595,23961.240000000005,0.8407428886107066,16,3141.2571069444443,12719.992892351984,76319.9573541119,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
BioTouch,Standard,Customer,false,false,3809.2304115555103,0.0,3809.2304115555103,70204.2,0.9457407048074686,17,1151.7716225000001,12697.434705185035,76184.6082311102,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
ABN Group,Enterprise,Customer,false,false,3806.4866347108746,0.0,3806.4866347108746,48561.960000000014,0.9216158772275486,52,578.6828749999999,12688.288782369582,76129.73269421748,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
felmo GmbH,Standard,Customer,false,false,3798.687890603752,0.0,3798.687890603752,13162.560000000003,0.7114020456048253,74,1612.7516188888885,12662.292968679174,75973.75781207503,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"FLEXE, Inc.",Standard,Customer,false,false,3796.3289620604182,0.0,3796.3289620604182,17237.76,0.7797666888238136,11,1417.0420197222227,12654.429873534727,75926.57924120835,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Pedal Me,Enterprise,Customer,false,false,3788.703148286261,0.0,3788.703148286261,2583.84,-0.4663071816700184,9,359.4941608333334,12629.010494287537,75774.06296572521,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Mio_AB,Enterprise,Customer,false,false,0.0,3787.6317422816433,3787.6317422816433,35586.36000000001,0.8935650698109713,3,286.7384666666667,12625.439140938812,75752.63484563286,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Ventura Foods,Enterprise,Customer,false,false,30.7551230833308,3756.567384954847,3787.322508038178,432.24,-7.762082426518088,55,443.725446111111,12624.408360127261,75746.45016076356,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
RSM UK Management Ltd,Enterprise,Customer,false,false,358.3157422118662,3427.775525218364,3786.09126743023,18598.2,0.7964270054397614,19,366.31859777777777,12620.304224767433,75721.82534860459,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Hinge Health Inc,,Customer,true,false,3784.7505824264963,0.0,3784.7505824264963,239623.65124625273,0.9842054381412583,45,1081.9864333333333,12615.835274754989,75695.01164852992,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"iRhythm Technologies, Inc",,Customer,true,false,0.0,3774.218056116795,3774.218056116795,125000.04000000001,0.9698062652130608,10,475.8126597222221,12580.726853722652,75484.3611223359,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
MCT FZE,Enterprise,Customer,false,false,3773.9583324692608,0.0,3773.9583324692608,18597.0,0.7970662831387181,24,1170.1718130555553,12579.861108230869,75479.16664938521,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Seeka,Standard,Customer,false,false,3772.9423539878326,0.0,3772.9423539878326,4257.839999999999,0.11388348223798139,31,796.7527916666664,12576.474513292776,75458.84707975664,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"ROR Partners, LLC",Standard,Customer,false,false,1511.7840901213665,2257.7601957187976,3769.5442858401634,69126.12000000001,0.9454685973140086,16,1839.6367174999998,12565.147619467212,75390.88571680327,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Optima Tax Relief,Standard,Customer,false,false,3755.255447035347,0.0,3755.255447035347,137091.11999999997,0.972607595247341,41,536.1636422222224,12517.51815678449,75105.10894070694,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Amawaterways,Enterprise,Customer,false,false,3745.6038804018353,0.0,3745.6038804018353,33908.4,0.8895375812364537,20,872.4139216666666,12485.346268006118,74912.0776080367,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Commmune,Standard,Customer,false,false,3744.608280349906,0.0,3744.608280349906,20105.400000000005,0.8137511175927907,141,549.8355983333336,12482.027601166354,74892.16560699813,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
VEED.IO,,Customer,true,false,3738.6623815523594,0.0,3738.6623815523594,115000.08000000002,0.9674899149500387,39,1157.8528638888888,12462.207938507865,74773.24763104718,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
MBition GmbH,,Customer,true,false,3732.9471294269188,0.0,3732.9471294269188,172499.22124241653,0.9783596290896819,7,1035.710017777778,12443.15709808973,74658.94258853837,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
tryfragile.com,Standard,Customer,false,false,3723.5196176852387,0.0,3723.5196176852387,81129.35999999999,0.9541039197439097,42,1246.4147325000001,12411.732058950796,74470.39235370477,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Urban Outfitters, Inc.",Enterprise,Customer,false,false,3723.117138363914,0.0,3723.117138363914,120053.39999999998,0.9689878242651694,22,1472.8979952777775,12410.390461213046,74462.34276727827,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"PerfectServe, Inc.",BCF,Customer,false,false,3720.153962651714,0.0,3720.153962651714,164746.08,0.9774188620290588,405,2034.9698502777767,12400.513208839047,74403.07925303427,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Resy Network, Inc.",BCF,Customer,false,false,3716.987813153648,0.0,3716.987813153648,293348.88,0.9873291221935,19,1104.4873427777777,12389.959377178828,74339.75626307295,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Inductive Automation LLC,Enterprise,Customer,false,false,3712.2353759018347,0.0,3712.2353759018347,6849.6,0.4580361808132103,9,580.8831202777778,12374.117919672783,74244.7075180367,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
PUBLICIS MEDIA,,Customer,true,false,1711.4123988670808,2000.139154114908,3711.5515529819886,849999.999996,0.9956334687611771,48,1937.4486722222218,12371.838509939962,74231.03105963976,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Yanka Industries, Inc. dba MasterClass",Enterprise,Customer,false,false,3701.325664159862,0.0,3701.325664159862,144997.32,0.9744731443025302,53,1676.4328449999998,12337.752213866206,74026.51328319723,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Yubico, Inc.",Standard,Customer,false,false,3671.933929008921,22.6553049290179,3694.589233937939,34300.08,0.8922862793924113,24,3346.583058055555,12315.297446459797,73891.78467875878,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Spring Health,,Customer,true,false,3693.1597453435447,0.0,3693.1597453435447,195285.04255752405,0.9810883634661591,72,1467.9425041666666,12310.532484478483,73863.1949068709,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Five Good Friends,Enterprise,Customer,false,false,3691.6007826009036,0.0,3691.6007826009036,5400.84,0.3164765513140727,9,445.36747944444437,12305.335942003012,73832.01565201806,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Extreme Networks Inc,Standard,Customer,false,true,3687.6085246400576,0.0,3687.6085246400576,147059.40000000002,0.9749243603289551,39,1228.0102766666666,12292.028415466859,73752.17049280115,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
pestie.com,Standard,Customer,false,false,3685.5414117908617,0.0,3685.5414117908617,13365.000000000002,0.7242393257171073,21,1677.1779333333334,12285.138039302872,73710.82823581723,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Grow Care, Inc.",BCF,Customer,false,false,3673.8613930063184,0.0,3673.8613930063184,139639.32,0.9736903517361276,28,1398.7679469444445,12246.204643354395,73477.22786012637,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Eero LLC,Enterprise,Customer,false,false,3671.268223001789,0.0,3671.268223001789,233097.84,0.9842500976285247,13,1181.926271388889,12237.560743339298,73425.36446003578,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
CRH Americas Inc,Enterprise,Customer,false,false,3666.8451718448296,0.0,3666.8451718448296,132120.48000000004,0.9722462015590253,677,1880.991676944445,12222.817239482765,73336.90343689658,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Hang.com,Standard,Customer,false,false,3665.409974930522,0.0,3665.409974930522,59346.84,0.9382374870350212,13,1082.7410788888888,12218.033249768407,73308.19949861044,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Bonterra,Standard,Customer,false,false,3663.844252754781,0.0,3663.844252754781,63214.91999999999,0.9420414634273874,48,2915.8216708333334,12212.81417584927,73276.88505509561,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
SWBC,BCF,Customer,false,false,3660.702254837968,0.0,3660.702254837968,246476.76000000004,0.9851478806568296,54,941.9057186111108,12202.340849459895,73214.04509675936,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Squarespace, Inc.",Standard,Customer,false,false,3657.2627617668572,0.0,3657.2627617668572,118470.24,0.9691292702558308,61,2674.6378850000006,12190.875872556191,73145.25523533714,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Darkroom,Standard,Customer,false,false,3644.2520907849002,0.0,3644.2520907849002,5328.84,0.31612656961273,69,4474.951820833333,12147.506969283002,72885.041815698,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Quest Resource Management Group, LLC",Standard,Customer,false,false,3640.5079789741294,0.0,3640.5079789741294,20252.64,0.8202452628904612,3,689.885687777778,12135.026596580432,72810.15957948258,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Sunnova Energy Corp.,Enterprise,Customer,false,false,3640.249168578087,0.0,3640.249168578087,81039.48,0.9550805463142399,4,385.9225177777778,12134.16389526029,72804.98337156173,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Blacklane GmbH,Standard,Customer,false,false,3636.92385737008,0.0,3636.92385737008,99065.88000000005,0.963287825663386,52,578.3423597222222,12123.079524566934,72738.4771474016,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Hyland Software Inc.,Enterprise,Customer,false,false,332.1746897828268,3300.494320970569,3632.669010753396,56092.8,0.9352382300267879,23,254.74913749999996,12108.89670251132,72653.38021506791,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Barracuda Networks, Inc.",Enterprise,Customer,false,false,990.425329705772,2637.788498728649,3628.2138284344205,164827.32,0.9779877885023283,20,393.85699999999997,12094.046094781403,72564.27656868841,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Leverages Co., Ltd.",Standard,Customer,false,false,3624.727502089588,0.0,3624.727502089588,130908.11999999997,0.9723109039982425,41,1585.1278577777778,12082.425006965294,72494.55004179176,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
KoRo Handels GmbH,Standard,Customer,false,false,3622.33745038972,0.0,3622.33745038972,99765.6,0.9636915184152682,27,1404.6659252777781,12074.458167965733,72446.7490077944,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Stenn International,Standard,Customer,false,false,3615.903443372604,0.0,3615.903443372604,4378.32,0.17413449830697514,37,1325.4799058333335,12053.011477908682,72318.06886745208,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Inogen Inc,Enterprise,Customer,false,false,3608.653418014374,0.0,3608.653418014374,81675.35999999999,0.9558171103498733,15,737.2673280555557,12028.84472671458,72173.06836028748,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Sleeping Duck,Standard,Customer,false,false,3606.267783289716,0.0,3606.267783289716,12973.8,0.7220345786670277,101,554.2705447222222,12020.89261096572,72125.35566579431,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Cordance,Standard,Customer,false,false,3604.259440247182,0.0,3604.259440247182,46307.64,0.9221670670272296,56,863.9927233333336,12014.198134157274,72085.18880494364,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Apptegy,Standard,Customer,false,false,3604.1212631945473,0.0,3604.1212631945473,41955.72000000001,0.9140970226897657,43,1361.7556366666668,12013.737543981824,72082.42526389094,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Alvys,Enterprise,Customer,false,false,3603.213739665707,0.0,3603.213739665707,21438.36,0.8319268013194243,10,1060.3203252777776,12010.712465552358,72064.27479331414,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Buildertrend Solutions Inc,Standard,Customer,false,false,3602.1184875864733,0.0,3602.1184875864733,170860.56,0.9789177883556833,60,1089.3500091666667,12007.061625288245,72042.36975172946,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Landry's Inc.,Enterprise,Customer,false,false,3599.499639959755,0.0,3599.499639959755,393950.3999999999,0.9908630638781944,117,1374.9911111111107,11998.332133199183,71989.9927991951,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Flock Freight, Inc.",,Customer,true,false,3598.85207906165,0.0,3598.85207906165,132144.96,0.9727658771166025,40,1565.8202486111106,11996.173596872166,71977.04158123299,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Link Logistics Real Estate,Enterprise,Customer,false,false,3589.634480999331,0.0,3589.634480999331,92658.35999999999,0.9612594645426561,375,1540.619456666667,11965.44826999777,71792.68961998662,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Wellth Inc.,,Customer,true,false,3584.7978695949246,0.0,3584.7978695949246,234277.4895104861,0.984698496312705,384,1209.3120244444453,11949.326231983083,71695.95739189848,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Everlounge,Standard,Customer,false,false,3584.0242076363174,0.0,3584.0242076363174,22117.559999999998,0.8379557144804256,13,410.6733977777778,11946.747358787725,71680.48415272635,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Zenni Optical,,Customer,true,false,3582.8979651700056,0.0,3582.8979651700056,156238.6951178039,0.9770677938492222,58,1781.483687222222,11942.993217233352,71657.9593034001,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Figabl,Standard,Customer,false,false,3581.1532582896034,0.0,3581.1532582896034,9787.799999999997,0.6341207157594553,30,3712.934332222221,11937.177527632011,71623.06516579207,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
21 Technologies Inc,BCF,Customer,false,false,3579.7155878132326,0.0,3579.7155878132326,30131.28,0.8811960332314713,13,1215.5780097222223,11932.385292710776,71594.31175626465,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
BioPak,Standard,Customer,false,false,3567.406084910164,0.0,3567.406084910164,21791.999999999996,0.8362974447086011,25,899.5290386111108,11891.353616367212,71348.12169820328,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Post Holdings, Inc.",Enterprise,Customer,false,false,3564.178786683878,0.0,3564.178786683878,49230.12,0.927601663642423,65,955.5094741666667,11880.595955612927,71283.57573367756,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
UserTesting Inc,Standard,Customer,false,false,3557.8246204301936,0.0,3557.8246204301936,130613.04000000002,0.9727605710698549,43,713.7375416666666,11859.415401433978,71156.49240860387,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Inizio,Enterprise,Customer,false,false,3553.608948472749,0.0,3553.608948472749,42152.76,0.9156968856019689,2,268.0790019444445,11845.363161575831,71072.17896945498,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Cardless, Inc",,Customer,true,false,3551.4646915151543,0.0,3551.4646915151543,73267.51136206253,0.9515274283854811,174,912.4508222222221,11838.215638383848,71029.29383030308,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Boston Scientific,Standard,Customer,false,false,3548.053741125029,0.0,3548.053741125029,115859.87999999999,0.9693763385468289,67,2008.9311722222228,11826.845803750097,70961.07482250057,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Elumynt,Standard,Customer,false,true,3546.0347782789586,0.0,3546.0347782789586,91287.47999999997,0.9611552999570263,81,2799.608411944444,11820.11592759653,70920.69556557917,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Rocket Software,Enterprise,Customer,false,false,3544.417630525619,0.0,3544.417630525619,87442.56000000001,0.9594657609460928,61,785.7374519444448,11814.725435085398,70888.35261051237,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Maple Finance,Standard,Customer,false,false,3539.442045479829,0.0,3539.442045479829,20312.520000000004,0.8257507170218256,12,422.0479905555555,11798.140151599431,70788.84090959658,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Aircall.io, Inc.",Standard,Customer,false,false,3523.4244226704154,0.0,3523.4244226704154,102619.68000000001,0.9656652172110611,19,1317.350915,11744.748075568052,70468.48845340831,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Swyft Filings Holdings LLC,Standard,Customer,false,false,3517.8795169584405,0.0,3517.8795169584405,57086.87999999999,0.9383767423099941,56,1396.4855355555553,11726.265056528135,70357.5903391688,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Goldbelly Inc,,Customer,true,false,3512.4148911573475,0.0,3512.4148911573475,64305.447568131494,0.9453792015453131,23,1477.5863302777782,11708.04963719116,70248.29782314695,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Himalaya Wellness Company,,Customer,false,false,0.0,3509.2905198991957,3509.2905198991957,0.0,,2,632.4121097222221,11697.635066330653,70185.8103979839,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
4Com Group Limited,Enterprise,Customer,false,false,3508.8450300318755,0.0,3508.8450300318755,3522.96,0.004006565492689296,45,692.3892105555555,11696.150100106252,70176.9006006375,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Evidence,Enterprise,Customer,false,true,0.0,3504.9096165071423,3504.9096165071423,12.12,-288.1839617580151,23,526.1623688888888,11683.032055023808,70098.19233014285,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Tom Ferry,Standard,Customer,false,false,3503.4562079591224,0.0,3503.4562079591224,30141.0,0.8837644335636136,15,619.404245,11678.187359863741,70069.12415918244,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Integral Diagnostics,,Customer,true,false,3502.2876649124432,0.0,3502.2876649124432,114999.95999999999,0.969545314060001,35,112.0769636111111,11674.292216374812,70045.75329824886,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
BVNK Services Limited,Enterprise,Customer,false,false,3501.2798498587076,0.0,3501.2798498587076,13485.12,0.7403597558005633,80,1509.428449722223,11670.93283286236,70025.59699717414,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
chord.co,Enterprise,Customer,false,true,3494.495403335289,0.0,3494.495403335289,195030.00000000006,0.9820822673263843,146,2245.6726375,11648.318011117632,69889.90806670579,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Clearcover Inc.,,Customer,true,false,3489.4343207409374,0.0,3489.4343207409374,119999.99999999999,0.9709213806604922,52,1540.227131666667,11631.447735803125,69788.68641481875,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
ROLI Ltd.,Standard,Customer,false,false,3486.901107723777,0.0,3486.901107723777,12474.479999999998,0.7204772377106078,19,1602.1188244444445,11623.00369241259,69738.02215447553,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
goodmonday,Enterprise,Customer,false,false,3485.7642335362452,0.0,3485.7642335362452,69520.8,0.949860124832622,3,550.4031863888889,11619.214111787485,69715.2846707249,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Tonal Systems, Inc.",Standard,Customer,false,false,3483.4925691570375,0.0,3483.4925691570375,90405.35999999996,0.9614680748004649,117,1060.8914586111107,11611.641897190126,69669.85138314075,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Wellful Inc,Standard,Customer,false,false,3482.9916308899756,0.0,3482.9916308899756,29449.920000000002,0.8817317116348712,29,1514.7515891666667,11609.972102966585,69659.8326177995,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Imperfect Foods Inc.,Standard,Customer,false,false,0.0,3479.558886272182,3479.558886272182,18788.519999999997,0.8148039927427928,6,654.9674447222224,11598.529620907273,69591.17772544363,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
PerfumePrice,Standard,Customer,false,false,3476.15684186535,0.0,3476.15684186535,21234.48,0.836296587349191,2,524.6825219444446,11587.1894728845,69523.136837307,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Pineapple Technology Ltd. t/a incident.io,Enterprise,Customer,false,false,3460.263851238399,0.0,3460.263851238399,141087.95999999996,0.975474421408897,28,695.3495977777777,11534.212837461331,69205.27702476797,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Berkeley Research Group, LLC",Enterprise,Customer,false,false,3452.887857939384,0.0,3452.887857939384,17728.8,0.8052384900309448,21,1570.2438430555553,11509.62619313128,69057.75715878767,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Kraftful,Standard,Customer,false,false,3452.4988765493617,0.0,3452.4988765493617,24979.559999999998,0.861787042023584,118,2198.5545458333336,11508.329588497872,69049.97753098723,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
